chip_filename,split,label,subtype,grid_id,detector,source_bucket
jhbcbd_v4_2_G0772_p0023__corrugated_metal_roof.png,train,non_pv,corrugated_metal_roof,G0772,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0772_p0025__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0772,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0772_p0026__corrugated_metal_roof.png,train,non_pv,corrugated_metal_roof,G0772,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0772_p0027__corrugated_metal_roof.png,train,non_pv,corrugated_metal_roof,G0772,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0772_p0028__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0772,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0772_p0029__skylight_roof_window.png,train,non_pv,skylight_roof_window,G0772,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0772_p0035__hvac_rooftop_equipment.png,train,non_pv,hvac_rooftop_equipment,G0772,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0772_p0036__skylight_roof_window.png,train,non_pv,skylight_roof_window,G0772,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0772_p0040__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0772,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0772_p0043__skylight_roof_window.png,train,non_pv,skylight_roof_window,G0772,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0772_p0044__corrugated_metal_roof.png,train,non_pv,corrugated_metal_roof,G0772,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0772_p0046__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0772,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0772_p0049__ground_road_marking.png,train,non_pv,ground_road_marking,G0772,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0772_p0050__ground_road_marking.png,train,non_pv,ground_road_marking,G0772,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0772_p0051__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0772,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0772_p0054__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0772,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0772_p0063__corrugated_metal_roof.png,train,non_pv,corrugated_metal_roof,G0772,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0772_p0070__other_unknown.png,train,non_pv,other_unknown,G0772,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0772_p0080__skylight_roof_window.png,train,non_pv,skylight_roof_window,G0772,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0773_p0007__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0773,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0773_p0008__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0773,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0773_p0009__corrugated_metal_roof.png,train,non_pv,corrugated_metal_roof,G0773,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0773_p0012__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0773,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0773_p0018__ground_road_marking.png,train,non_pv,ground_road_marking,G0773,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0773_p0019__solar_thermal_water_heater.png,train,non_pv,solar_thermal_water_heater,G0773,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0773_p0021__roof_shadow_dark_fixture.png,train,non_pv,roof_shadow_dark_fixture,G0773,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0775_p0001__other_unknown.png,train,non_pv,other_unknown,G0775,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0775_p0003__ground_road_marking.png,train,non_pv,ground_road_marking,G0775,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0775_p0006__skylight_roof_window.png,train,non_pv,skylight_roof_window,G0775,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0775_p0007__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0775,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0775_p0009__skylight_roof_window.png,train,non_pv,skylight_roof_window,G0775,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0775_p0015__pergola_carport_shadow.png,train,non_pv,pergola_carport_shadow,G0775,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0775_p0016__pergola_carport_shadow.png,train,non_pv,pergola_carport_shadow,G0775,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0775_p0025__skylight_roof_window.png,train,non_pv,skylight_roof_window,G0775,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0775_p0037__corrugated_metal_roof.png,train,non_pv,corrugated_metal_roof,G0775,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0775_p0038__corrugated_metal_roof.png,train,non_pv,corrugated_metal_roof,G0775,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0775_p0039__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0775,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0775_p0041__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0775,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0775_p0043__roof_shadow_dark_fixture.png,train,non_pv,roof_shadow_dark_fixture,G0775,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0775_p0047__skylight_roof_window.png,train,non_pv,skylight_roof_window,G0775,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0775_p0057__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0775,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0775_p0058__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0775,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0775_p0068__pergola_carport_shadow.png,train,non_pv,pergola_carport_shadow,G0775,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0775_p0078__skylight_roof_window.png,train,non_pv,skylight_roof_window,G0775,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0775_p0082__skylight_roof_window.png,train,non_pv,skylight_roof_window,G0775,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0775_p0087__ground_road_marking.png,train,non_pv,ground_road_marking,G0775,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0776_p0008__ground_road_marking.png,train,non_pv,ground_road_marking,G0776,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0776_p0009__ground_road_marking.png,train,non_pv,ground_road_marking,G0776,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0776_p0010__ground_road_marking.png,train,non_pv,ground_road_marking,G0776,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0776_p0012__ground_road_marking.png,train,non_pv,ground_road_marking,G0776,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0776_p0014__ground_road_marking.png,train,non_pv,ground_road_marking,G0776,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0776_p0015__ground_road_marking.png,train,non_pv,ground_road_marking,G0776,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0776_p0016__ground_road_marking.png,train,non_pv,ground_road_marking,G0776,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0776_p0018__ground_road_marking.png,train,non_pv,ground_road_marking,G0776,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0776_p0019__ground_road_marking.png,train,non_pv,ground_road_marking,G0776,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0776_p0024__corrugated_metal_roof.png,train,non_pv,corrugated_metal_roof,G0776,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0776_p0026__ground_road_marking.png,train,non_pv,ground_road_marking,G0776,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0776_p0028__ground_road_marking.png,train,non_pv,ground_road_marking,G0776,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0776_p0029__ground_road_marking.png,train,non_pv,ground_road_marking,G0776,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0815_p0001__roof_shadow_dark_fixture.png,train,non_pv,roof_shadow_dark_fixture,G0815,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0815_p0002__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0815,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0815_p0011__corrugated_metal_roof.png,train,non_pv,corrugated_metal_roof,G0815,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0815_p0019__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0815,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0815_p0022__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0815,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0815_p0025__ground_road_marking.png,train,non_pv,ground_road_marking,G0815,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0815_p0031__ground_road_marking.png,train,non_pv,ground_road_marking,G0815,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0815_p0036__other_unknown.png,train,non_pv,other_unknown,G0815,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0815_p0040__corrugated_metal_roof.png,train,non_pv,corrugated_metal_roof,G0815,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0815_p0043__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0815,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0815_p0058__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0815,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0815_p0060__corrugated_metal_roof.png,train,non_pv,corrugated_metal_roof,G0815,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0815_p0061__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0815,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0815_p0062__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0815,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0815_p0075__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0815,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0815_p0077__skylight_roof_window.png,train,non_pv,skylight_roof_window,G0815,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0815_p0078__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0815,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0815_p0079__skylight_roof_window.png,train,non_pv,skylight_roof_window,G0815,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0816_p0000__corrugated_metal_roof.png,train,non_pv,corrugated_metal_roof,G0816,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0816_p0005__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0816,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0816_p0010__skylight_roof_window.png,train,non_pv,skylight_roof_window,G0816,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0816_p0015__skylight_roof_window.png,train,non_pv,skylight_roof_window,G0816,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0816_p0025__roof_shadow_dark_fixture.png,train,non_pv,roof_shadow_dark_fixture,G0816,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0816_p0028__skylight_roof_window.png,train,non_pv,skylight_roof_window,G0816,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0816_p0029__skylight_roof_window.png,train,non_pv,skylight_roof_window,G0816,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0816_p0033__skylight_roof_window.png,train,non_pv,skylight_roof_window,G0816,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0816_p0034__skylight_roof_window.png,train,non_pv,skylight_roof_window,G0816,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0816_p0036__corrugated_metal_roof.png,train,non_pv,corrugated_metal_roof,G0816,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0816_p0045__ground_road_marking.png,train,non_pv,ground_road_marking,G0816,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0816_p0048__hvac_rooftop_equipment.png,train,non_pv,hvac_rooftop_equipment,G0816,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0816_p0056__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0816,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0816_p0065__skylight_roof_window.png,train,non_pv,skylight_roof_window,G0816,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0816_p0067__skylight_roof_window.png,train,non_pv,skylight_roof_window,G0816,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0816_p0072__skylight_roof_window.png,train,non_pv,skylight_roof_window,G0816,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0816_p0075__corrugated_metal_roof.png,train,non_pv,corrugated_metal_roof,G0816,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0816_p0077__other_unknown.png,train,non_pv,other_unknown,G0816,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0816_p0084__hvac_rooftop_equipment.png,train,non_pv,hvac_rooftop_equipment,G0816,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0816_p0085__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0816,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0816_p0086__pergola_carport_shadow.png,train,non_pv,pergola_carport_shadow,G0816,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0816_p0096__skylight_roof_window.png,train,non_pv,skylight_roof_window,G0816,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0816_p0098__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0816,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0816_p0105__ground_road_marking.png,train,non_pv,ground_road_marking,G0816,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0817_p0000__skylight_roof_window.png,train,non_pv,skylight_roof_window,G0817,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0817_p0001__skylight_roof_window.png,train,non_pv,skylight_roof_window,G0817,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0817_p0012__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0817,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0817_p0013__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0817,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0817_p0021__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0817,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0817_p0023__skylight_roof_window.png,train,non_pv,skylight_roof_window,G0817,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0817_p0029__pergola_carport_shadow.png,train,non_pv,pergola_carport_shadow,G0817,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0817_p0030__skylight_roof_window.png,train,non_pv,skylight_roof_window,G0817,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0817_p0031__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0817,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0817_p0032__skylight_roof_window.png,train,non_pv,skylight_roof_window,G0817,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0817_p0033__roof_shadow_dark_fixture.png,train,non_pv,roof_shadow_dark_fixture,G0817,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0817_p0037__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0817,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0817_p0042__corrugated_metal_roof.png,train,non_pv,corrugated_metal_roof,G0817,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0817_p0044__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0817,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0817_p0046__skylight_roof_window.png,train,non_pv,skylight_roof_window,G0817,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0817_p0053__skylight_roof_window.png,train,non_pv,skylight_roof_window,G0817,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0817_p0055__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0817,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0817_p0060__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0817,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0817_p0066__corrugated_metal_roof.png,train,non_pv,corrugated_metal_roof,G0817,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0817_p0067__corrugated_metal_roof.png,train,non_pv,corrugated_metal_roof,G0817,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0817_p0068__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0817,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0817_p0070__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0817,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0817_p0082__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0817,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0818_p0000__hvac_rooftop_equipment.png,train,non_pv,hvac_rooftop_equipment,G0818,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0818_p0009__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0818,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0818_p0014__corrugated_metal_roof.png,train,non_pv,corrugated_metal_roof,G0818,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0818_p0016__roof_shadow_dark_fixture.png,train,non_pv,roof_shadow_dark_fixture,G0818,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0818_p0017__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0818,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0818_p0019__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0818,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0818_p0029__corrugated_metal_roof.png,train,non_pv,corrugated_metal_roof,G0818,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0818_p0037__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0818,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0818_p0041__corrugated_metal_roof.png,train,non_pv,corrugated_metal_roof,G0818,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0818_p0046__other_unknown.png,train,non_pv,other_unknown,G0818,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0818_p0050__corrugated_metal_roof.png,train,non_pv,corrugated_metal_roof,G0818,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0818_p0067__ground_road_marking.png,train,non_pv,ground_road_marking,G0818,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0853_p0005__skylight_roof_window.png,train,non_pv,skylight_roof_window,G0853,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0853_p0006__skylight_roof_window.png,train,non_pv,skylight_roof_window,G0853,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0853_p0008__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0853,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0853_p0018__other_unknown.png,train,non_pv,other_unknown,G0853,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0853_p0019__corrugated_metal_roof.png,train,non_pv,corrugated_metal_roof,G0853,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0853_p0020__skylight_roof_window.png,train,non_pv,skylight_roof_window,G0853,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0853_p0021__skylight_roof_window.png,train,non_pv,skylight_roof_window,G0853,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0853_p0022__skylight_roof_window.png,train,non_pv,skylight_roof_window,G0853,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0853_p0023__skylight_roof_window.png,train,non_pv,skylight_roof_window,G0853,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0853_p0024__skylight_roof_window.png,train,non_pv,skylight_roof_window,G0853,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0853_p0026__corrugated_metal_roof.png,train,non_pv,corrugated_metal_roof,G0853,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0853_p0028__roof_shadow_dark_fixture.png,train,non_pv,roof_shadow_dark_fixture,G0853,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0853_p0030__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0853,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0853_p0031__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0853,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0853_p0032__corrugated_metal_roof.png,train,non_pv,corrugated_metal_roof,G0853,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0853_p0033__skylight_roof_window.png,train,non_pv,skylight_roof_window,G0853,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0853_p0040__corrugated_metal_roof.png,train,non_pv,corrugated_metal_roof,G0853,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0853_p0042__corrugated_metal_roof.png,train,non_pv,corrugated_metal_roof,G0853,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0853_p0046__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0853,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0853_p0047__pergola_carport_shadow.png,train,non_pv,pergola_carport_shadow,G0853,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0853_p0048__corrugated_metal_roof.png,train,non_pv,corrugated_metal_roof,G0853,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0853_p0061__hvac_rooftop_equipment.png,train,non_pv,hvac_rooftop_equipment,G0853,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0855_p0006__roof_shadow_dark_fixture.png,train,non_pv,roof_shadow_dark_fixture,G0855,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0855_p0007__skylight_roof_window.png,train,non_pv,skylight_roof_window,G0855,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0855_p0009__skylight_roof_window.png,train,non_pv,skylight_roof_window,G0855,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0855_p0023__skylight_roof_window.png,train,non_pv,skylight_roof_window,G0855,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0855_p0027__hvac_rooftop_equipment.png,train,non_pv,hvac_rooftop_equipment,G0855,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0855_p0030__skylight_roof_window.png,train,non_pv,skylight_roof_window,G0855,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0855_p0039__skylight_roof_window.png,train,non_pv,skylight_roof_window,G0855,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0855_p0042__ground_road_marking.png,train,non_pv,ground_road_marking,G0855,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0855_p0044__skylight_roof_window.png,train,non_pv,skylight_roof_window,G0855,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0855_p0068__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0855,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0855_p0070__corrugated_metal_roof.png,train,non_pv,corrugated_metal_roof,G0855,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
