chip_id,grid_id,detector,pred_idx,label,iou_to_gt,area_m2,source_detector,chip_path,split,dup_group_id,dup_size,is_canonical
v3c_G0889_p0007,G0889,v3c,7,pv,0.288,273.553,both,chips/pv/v3c_G0889_p0007.png,,,1,True
v4_2_G0818_p0029,G0818,v4_2,29,nonpv,0.0,62.62,both,chips/nonpv/v4_2_G0818_p0029.png,,,1,True
v4_2_G0922_p0029,G0922,v4_2,29,pv,0.6257,33.188,both,chips/pv/v4_2_G0922_p0029.png,,,1,True
v3c_G0889_p0008,G0889,v3c,8,pv,0.4107,38.581,both,chips/pv/v3c_G0889_p0008.png,,,1,True
v3c_G0922_p0129,G0922,v3c,129,nonpv,0.0,27.095,both,chips/nonpv/v3c_G0922_p0129.png,,,1,True
v4_2_G0818_p0032,G0818,v4_2,32,nonpv,0.0,15.426,v4_2,chips/nonpv/v4_2_G0818_p0032.png,,,1,True
v3c_G0889_p0009,G0889,v3c,9,pv,0.176,218.607,v3c,chips/pv/v3c_G0889_p0009.png,,,1,True
v3c_G0922_p0130,G0922,v3c,130,nonpv,0.0,27.912,both,chips/nonpv/v3c_G0922_p0130.png,,,1,True
v4_2_G0922_p0030,G0922,v4_2,30,pv,0.7335,9.337,v4_2,chips/pv/v4_2_G0922_p0030.png,,,1,True
v3c_G0889_p0010,G0889,v3c,10,pv,0.1715,65.716,both,chips/pv/v3c_G0889_p0010.png,,,1,True
v4_2_G0818_p0033,G0818,v4_2,33,nonpv,0.0,15.386,v4_2,chips/nonpv/v4_2_G0818_p0033.png,,,1,True
v4_2_G0922_p0031,G0922,v4_2,31,pv,0.735,20.506,both,chips/pv/v4_2_G0922_p0031.png,,,1,True
v3c_G0922_p0142,G0922,v3c,142,nonpv,0.0894,151.181,both,chips/nonpv/v3c_G0922_p0142.png,,,1,True
v3c_G0922_p0143,G0922,v3c,143,nonpv,0.0,67.35,both,chips/nonpv/v3c_G0922_p0143.png,,,1,True
v4_2_G0922_p0032,G0922,v4_2,32,pv,0.7028,25.862,both,chips/pv/v4_2_G0922_p0032.png,,,1,True
v3c_G0889_p0011,G0889,v3c,11,pv,0.1176,209.43,both,chips/pv/v3c_G0889_p0011.png,,,1,True
v4_2_G0818_p0035,G0818,v4_2,35,nonpv,0.0,949.177,v4_2,chips/nonpv/v4_2_G0818_p0035.png,,,1,True
v4_2_G0922_p0033,G0922,v4_2,33,pv,0.6823,13.896,v4_2,chips/pv/v4_2_G0922_p0033.png,,,1,True
v4_2_G0818_p0037,G0818,v4_2,37,nonpv,0.0505,16.162,both,chips/nonpv/v4_2_G0818_p0037.png,,,1,True
v3c_G0889_p0012,G0889,v3c,12,pv,0.1843,203.716,v3c,chips/pv/v3c_G0889_p0012.png,,,1,True
v3c_G0922_p0152,G0922,v3c,152,nonpv,0.0,3.862,both,chips/nonpv/v3c_G0922_p0152.png,,,1,True
v4_2_G0818_p0038,G0818,v4_2,38,nonpv,0.0,92.098,v4_2,chips/nonpv/v4_2_G0818_p0038.png,,,1,True
v3c_G0923_p0009,G0923,v3c,9,nonpv,0.0,14.952,both,chips/nonpv/v3c_G0923_p0009.png,,,1,True
v3c_G0889_p0019,G0889,v3c,19,pv,0.7421,30.497,both,chips/pv/v3c_G0889_p0019.png,,,1,True
v4_2_G0922_p0034,G0922,v4_2,34,pv,0.7486,24.388,both,chips/pv/v4_2_G0922_p0034.png,,,1,True
v3c_G0889_p0020,G0889,v3c,20,pv,0.3046,783.677,both,chips/pv/v3c_G0889_p0020.png,,,1,True
v3c_G0923_p0014,G0923,v3c,14,nonpv,0.0,26.021,both,chips/nonpv/v3c_G0923_p0014.png,,,1,True
v4_2_G0818_p0041,G0818,v4_2,41,nonpv,0.0,28.284,both,chips/nonpv/v4_2_G0818_p0041.png,,,1,True
v4_2_G0922_p0035,G0922,v4_2,35,pv,0.4647,57.596,both,chips/pv/v4_2_G0922_p0035.png,,,1,True
v4_2_G0818_p0043,G0818,v4_2,43,nonpv,0.0,414.669,v4_2,chips/nonpv/v4_2_G0818_p0043.png,,,1,True
v4_2_G0922_p0036,G0922,v4_2,36,pv,0.2938,39.021,v4_2,chips/pv/v4_2_G0922_p0036.png,,,1,True
v3c_G0889_p0021,G0889,v3c,21,pv,0.9119,24.167,both,chips/pv/v3c_G0889_p0021.png,,,1,True
v3c_G0923_p0017,G0923,v3c,17,nonpv,0.0,11.547,v3c,chips/nonpv/v3c_G0923_p0017.png,,,1,True
v4_2_G0922_p0037,G0922,v4_2,37,pv,0.6689,21.163,both,chips/pv/v4_2_G0922_p0037.png,,,1,True
v3c_G0889_p0024,G0889,v3c,24,pv,0.8225,197.696,both,chips/pv/v3c_G0889_p0024.png,,,1,True
v4_2_G0818_p0046,G0818,v4_2,46,nonpv,0.0,6.091,both,chips/nonpv/v4_2_G0818_p0046.png,,,1,True
v3c_G0923_p0018,G0923,v3c,18,nonpv,0.0,66.058,both,chips/nonpv/v3c_G0923_p0018.png,,,1,True
v3c_G0889_p0025,G0889,v3c,25,pv,0.6948,261.995,both,chips/pv/v3c_G0889_p0025.png,,,1,True
v4_2_G0922_p0038,G0922,v4_2,38,pv,0.2361,54.809,v4_2,chips/pv/v4_2_G0922_p0038.png,,,1,True
v4_2_G0818_p0050,G0818,v4_2,50,nonpv,0.0,245.418,both,chips/nonpv/v4_2_G0818_p0050.png,,,1,True
v3c_G0923_p0029,G0923,v3c,29,nonpv,0.0,23.911,both,chips/nonpv/v3c_G0923_p0029.png,,,1,True
v4_2_G0922_p0040,G0922,v4_2,40,pv,0.276,49.055,v4_2,chips/pv/v4_2_G0922_p0040.png,,,1,True
v4_2_G0818_p0053,G0818,v4_2,53,nonpv,0.0,338.111,v4_2,chips/nonpv/v4_2_G0818_p0053.png,,,1,True
v3c_G0923_p0030,G0923,v3c,30,nonpv,0.0,24.448,v3c,chips/nonpv/v3c_G0923_p0030.png,,,1,True
v3c_G0889_p0026,G0889,v3c,26,pv,0.7955,88.765,both,chips/pv/v3c_G0889_p0026.png,,,1,True
v3c_G0923_p0033,G0923,v3c,33,nonpv,0.0,44.716,both,chips/nonpv/v3c_G0923_p0033.png,,,1,True
v4_2_G0818_p0059,G0818,v4_2,59,nonpv,0.0,826.355,v4_2,chips/nonpv/v4_2_G0818_p0059.png,,,1,True
v3c_G0889_p0028,G0889,v3c,28,pv,0.3163,19.827,both,chips/pv/v3c_G0889_p0028.png,,,1,True
v4_2_G0922_p0041,G0922,v4_2,41,pv,0.6894,13.04,v4_2,chips/pv/v4_2_G0922_p0041.png,,,1,True
v4_2_G0922_p0042,G0922,v4_2,42,pv,0.2417,52.878,both,chips/pv/v4_2_G0922_p0042.png,,,1,True
v3c_G0889_p0029,G0889,v3c,29,pv,0.4663,486.898,both,chips/pv/v3c_G0889_p0029.png,,,1,True
v4_2_G0818_p0061,G0818,v4_2,61,nonpv,0.0,239.86,v4_2,chips/nonpv/v4_2_G0818_p0061.png,,g00519,2,False
v3c_G0923_p0044,G0923,v3c,44,nonpv,0.0,31.835,v3c,chips/nonpv/v3c_G0923_p0044.png,,,1,True
v4_2_G0922_p0043,G0922,v4_2,43,pv,0.3463,10.99,both,chips/pv/v4_2_G0922_p0043.png,,,1,True
v4_2_G0818_p0063,G0818,v4_2,63,nonpv,0.0,16.5,v4_2,chips/nonpv/v4_2_G0818_p0063.png,,,1,True
v3c_G0923_p0050,G0923,v3c,50,nonpv,0.0,22.517,v3c,chips/nonpv/v3c_G0923_p0050.png,,,1,True
v3c_G0889_p0030,G0889,v3c,30,pv,0.2201,385.493,both,chips/pv/v3c_G0889_p0030.png,,,1,True
v4_2_G0818_p0064,G0818,v4_2,64,nonpv,0.0,3.364,v4_2,chips/nonpv/v4_2_G0818_p0064.png,,,1,True
v3c_G0889_p0035,G0889,v3c,35,pv,0.7605,11.884,both,chips/pv/v3c_G0889_p0035.png,,,1,True
v4_2_G0922_p0045,G0922,v4_2,45,pv,0.2415,34.622,both,chips/pv/v4_2_G0922_p0045.png,,,1,True
v3c_G0923_p0051,G0923,v3c,51,nonpv,0.0,154.915,both,chips/nonpv/v3c_G0923_p0051.png,,,1,True
v4_2_G0818_p0065,G0818,v4_2,65,nonpv,0.0,9.196,v4_2,chips/nonpv/v4_2_G0818_p0065.png,,,1,True
v3c_G0923_p0056,G0923,v3c,56,nonpv,0.0,133.471,both,chips/nonpv/v3c_G0923_p0056.png,,,1,True
v3c_G0889_p0036,G0889,v3c,36,pv,0.8228,12.123,both,chips/pv/v3c_G0889_p0036.png,,,1,True
v4_2_G0922_p0046,G0922,v4_2,46,pv,0.7854,41.272,both,chips/pv/v4_2_G0922_p0046.png,,,1,True
v3c_G0923_p0059,G0923,v3c,59,nonpv,0.0,39.838,both,chips/nonpv/v3c_G0923_p0059.png,,,1,True
v3c_G0889_p0037,G0889,v3c,37,pv,0.2174,219.175,both,chips/pv/v3c_G0889_p0037.png,,,1,True
v4_2_G0922_p0047,G0922,v4_2,47,pv,0.7006,25.802,both,chips/pv/v4_2_G0922_p0047.png,,,1,True
v4_2_G0818_p0066,G0818,v4_2,66,nonpv,0.0,414.029,v4_2,chips/nonpv/v4_2_G0818_p0066.png,,,1,True
v3c_G0889_p0038,G0889,v3c,38,pv,0.1905,22.753,both,chips/pv/v3c_G0889_p0038.png,,,1,True
v3c_G0923_p0061,G0923,v3c,61,nonpv,0.0,33.288,v3c,chips/nonpv/v3c_G0923_p0061.png,,,1,True
v4_2_G0922_p0048,G0922,v4_2,48,pv,0.7984,22.418,both,chips/pv/v4_2_G0922_p0048.png,,,1,True
v4_2_G0818_p0067,G0818,v4_2,67,nonpv,0.0,29.438,both,chips/nonpv/v4_2_G0818_p0067.png,,,1,True
v3c_G0889_p0039,G0889,v3c,39,pv,0.8242,99.931,both,chips/pv/v3c_G0889_p0039.png,,,1,True
v3c_G0923_p0062,G0923,v3c,62,nonpv,0.0,30.799,both,chips/nonpv/v3c_G0923_p0062.png,,,1,True
v4_2_G0818_p0068,G0818,v4_2,68,nonpv,0.0,20.62,v4_2,chips/nonpv/v4_2_G0818_p0068.png,,,1,True
v4_2_G0922_p0049,G0922,v4_2,49,pv,0.3852,13.16,both,chips/pv/v4_2_G0922_p0049.png,,,1,True
v4_2_G0922_p0050,G0922,v4_2,50,pv,0.5996,21.084,both,chips/pv/v4_2_G0922_p0050.png,,,1,True
v4_2_G0818_p0069,G0818,v4_2,69,nonpv,0.0,10.43,v4_2,chips/nonpv/v4_2_G0818_p0069.png,,,1,True
v3c_G0889_p0040,G0889,v3c,40,pv,0.9218,40.59,both,chips/pv/v3c_G0889_p0040.png,,,1,True
v3c_G0923_p0063,G0923,v3c,63,nonpv,0.0,37.727,v3c,chips/nonpv/v3c_G0923_p0063.png,,,1,True
v3c_G0889_p0041,G0889,v3c,41,pv,0.8674,62.527,both,chips/pv/v3c_G0889_p0041.png,,,1,True
v4_2_G0922_p0051,G0922,v4_2,51,pv,0.8441,31.596,both,chips/pv/v4_2_G0922_p0051.png,,,1,True
v3c_G0923_p0065,G0923,v3c,65,nonpv,0.0,23.492,both,chips/nonpv/v3c_G0923_p0065.png,,,1,True
v4_2_G0818_p0070,G0818,v4_2,70,nonpv,0.0,534.993,v4_2,chips/nonpv/v4_2_G0818_p0070.png,,g00522,2,False
v4_2_G0922_p0052,G0922,v4_2,52,pv,0.2572,5.555,v4_2,chips/pv/v4_2_G0922_p0052.png,,,1,True
v3c_G0889_p0042,G0889,v3c,42,pv,0.2697,373.587,both,chips/pv/v3c_G0889_p0042.png,,,1,True
v4_2_G0818_p0072,G0818,v4_2,72,nonpv,0.0,28.164,v4_2,chips/nonpv/v4_2_G0818_p0072.png,,g00523,2,True
v3c_G0923_p0066,G0923,v3c,66,nonpv,0.0,18.077,both,chips/nonpv/v3c_G0923_p0066.png,,,1,True
v3c_G0889_p0044,G0889,v3c,44,pv,0.8992,78.213,both,chips/pv/v3c_G0889_p0044.png,,,1,True
v3c_G0923_p0069,G0923,v3c,69,nonpv,0.0,21.84,both,chips/nonpv/v3c_G0923_p0069.png,,,1,True
v4_2_G0818_p0073,G0818,v4_2,73,nonpv,0.0671,206.281,v4_2,chips/nonpv/v4_2_G0818_p0073.png,,,1,True
v4_2_G0922_p0053,G0922,v4_2,53,pv,0.7442,14.613,both,chips/pv/v4_2_G0922_p0053.png,,,1,True
v3c_G0923_p0081,G0923,v3c,81,nonpv,0.0,22.696,v3c,chips/nonpv/v3c_G0923_p0081.png,,,1,True
v4_2_G0818_p0074,G0818,v4_2,74,nonpv,0.0701,204.589,v4_2,chips/nonpv/v4_2_G0818_p0074.png,,,1,True
v4_2_G0922_p0054,G0922,v4_2,54,pv,0.7209,11.069,both,chips/pv/v4_2_G0922_p0054.png,,,1,True
v3c_G0889_p0045,G0889,v3c,45,pv,0.72,279.07,both,chips/pv/v3c_G0889_p0045.png,,,1,True
v4_2_G0818_p0076,G0818,v4_2,76,nonpv,0.0,29.995,v4_2,chips/nonpv/v4_2_G0818_p0076.png,,,1,True
v3c_G0889_p0053,G0889,v3c,53,pv,0.9417,25.361,both,chips/pv/v3c_G0889_p0053.png,,,1,True
v3c_G0923_p0088,G0923,v3c,88,nonpv,0.0,17.002,both,chips/nonpv/v3c_G0923_p0088.png,,,1,True
v4_2_G0922_p0057,G0922,v4_2,57,pv,0.1457,40.435,v4_2,chips/pv/v4_2_G0922_p0057.png,,,1,True
v3c_G0889_p0054,G0889,v3c,54,pv,0.8942,21.081,both,chips/pv/v3c_G0889_p0054.png,,,1,True
v4_2_G0922_p0059,G0922,v4_2,59,pv,0.6522,36.354,both,chips/pv/v4_2_G0922_p0059.png,,,1,True
v4_2_G0853_p0001,G0853,v4_2,1,nonpv,0.0,91.906,v4_2,chips/nonpv/v4_2_G0853_p0001.png,,,1,True
v3c_G0923_p0089,G0923,v3c,89,nonpv,0.0,7.963,both,chips/nonpv/v3c_G0923_p0089.png,,,1,True
v4_2_G0853_p0002,G0853,v4_2,2,nonpv,0.0,28.725,v4_2,chips/nonpv/v4_2_G0853_p0002.png,,g00567,2,True
v3c_G0923_p0091,G0923,v3c,91,nonpv,0.0,23.074,both,chips/nonpv/v3c_G0923_p0091.png,,,1,True
v3c_G0889_p0055,G0889,v3c,55,pv,0.9451,67.026,both,chips/pv/v3c_G0889_p0055.png,,,1,True
v4_2_G0922_p0060,G0922,v4_2,60,pv,0.722,28.57,both,chips/pv/v4_2_G0922_p0060.png,,,1,True
v3c_G0889_p0056,G0889,v3c,56,pv,0.428,184.116,both,chips/pv/v3c_G0889_p0056.png,,,1,True
v4_2_G0853_p0004,G0853,v4_2,4,nonpv,0.0,4.558,v4_2,chips/nonpv/v4_2_G0853_p0004.png,,,1,True
v4_2_G0922_p0063,G0922,v4_2,63,pv,0.7348,52.68,both,chips/pv/v4_2_G0922_p0063.png,,,1,True
v3c_G0923_p0093,G0923,v3c,93,nonpv,0.0,29.624,both,chips/nonpv/v3c_G0923_p0093.png,,,1,True
v4_2_G0922_p0065,G0922,v4_2,65,pv,0.2898,18.277,both,chips/pv/v4_2_G0922_p0065.png,,,1,True
v3c_G0923_p0094,G0923,v3c,94,nonpv,0.0,34.74,both,chips/nonpv/v3c_G0923_p0094.png,,,1,True
v4_2_G0853_p0005,G0853,v4_2,5,nonpv,0.0,23.27,both,chips/nonpv/v4_2_G0853_p0005.png,,,1,True
v3c_G0889_p0057,G0889,v3c,57,pv,0.8633,21.3,both,chips/pv/v3c_G0889_p0057.png,,,1,True
v3c_G0889_p0058,G0889,v3c,58,pv,0.9336,96.01,both,chips/pv/v3c_G0889_p0058.png,,,1,True
v4_2_G0853_p0006,G0853,v4_2,6,nonpv,0.0,72.079,both,chips/nonpv/v4_2_G0853_p0006.png,,,1,True
v4_2_G0922_p0066,G0922,v4_2,66,pv,0.7611,24.747,both,chips/pv/v4_2_G0922_p0066.png,,,1,True
v3c_G0923_p0096,G0923,v3c,96,nonpv,0.0,14.294,both,chips/nonpv/v3c_G0923_p0096.png,,,1,True
v3c_G0923_p0097,G0923,v3c,97,nonpv,0.0,28.29,v3c,chips/nonpv/v3c_G0923_p0097.png,,,1,True
v4_2_G0922_p0067,G0922,v4_2,67,pv,0.7197,28.988,both,chips/pv/v4_2_G0922_p0067.png,,,1,True
v4_2_G0853_p0008,G0853,v4_2,8,nonpv,0.0,29.52,both,chips/nonpv/v4_2_G0853_p0008.png,,,1,True
v3c_G0889_p0060,G0889,v3c,60,pv,0.4602,62.049,both,chips/pv/v3c_G0889_p0060.png,,,1,True
v3c_G0889_p0061,G0889,v3c,61,pv,0.3806,74.032,both,chips/pv/v3c_G0889_p0061.png,,,1,True
v4_2_G0853_p0009,G0853,v4_2,9,nonpv,0.0,21.339,v4_2,chips/nonpv/v4_2_G0853_p0009.png,,,1,True
v4_2_G0922_p0068,G0922,v4_2,68,pv,0.5,31.974,both,chips/pv/v4_2_G0922_p0068.png,,,1,True
v3c_G0923_p0125,G0923,v3c,125,nonpv,0.0,18.535,both,chips/nonpv/v3c_G0923_p0125.png,,,1,True
v3c_G0923_p0126,G0923,v3c,126,nonpv,0.0,15.429,both,chips/nonpv/v3c_G0923_p0126.png,,,1,True
v4_2_G0922_p0069,G0922,v4_2,69,pv,0.794,40.156,both,chips/pv/v4_2_G0922_p0069.png,,,1,True
v4_2_G0853_p0011,G0853,v4_2,11,nonpv,0.0,8.52,v4_2,chips/nonpv/v4_2_G0853_p0011.png,,,1,True
v3c_G0889_p0063,G0889,v3c,63,pv,0.2241,213.497,both,chips/pv/v3c_G0889_p0063.png,,,1,True
v3c_G0889_p0064,G0889,v3c,64,pv,0.6655,44.153,both,chips/pv/v3c_G0889_p0064.png,,,1,True
v4_2_G0853_p0012,G0853,v4_2,12,nonpv,0.0,39.931,v4_2,chips/nonpv/v4_2_G0853_p0012.png,,,1,True
v4_2_G0922_p0070,G0922,v4_2,70,pv,0.8187,23.174,v4_2,chips/pv/v4_2_G0922_p0070.png,,,1,True
v3c_G0923_p0127,G0923,v3c,127,nonpv,0.0,11.328,v3c,chips/nonpv/v3c_G0923_p0127.png,,,1,True
v3c_G0889_p0065,G0889,v3c,65,pv,0.9135,30.815,both,chips/pv/v3c_G0889_p0065.png,,,1,True
v4_2_G0853_p0013,G0853,v4_2,13,nonpv,0.0,27.111,v4_2,chips/nonpv/v4_2_G0853_p0013.png,,,1,True
v4_2_G0922_p0071,G0922,v4_2,71,pv,0.2632,28.669,v4_2,chips/pv/v4_2_G0922_p0071.png,,,1,True
v3c_G0923_p0141,G0923,v3c,141,nonpv,0.0,5.833,both,chips/nonpv/v3c_G0923_p0141.png,,,1,True
v4_2_G0922_p0075,G0922,v4_2,75,pv,0.7692,118.4,both,chips/pv/v4_2_G0922_p0075.png,,,1,True
v3c_G0889_p0066,G0889,v3c,66,pv,0.9717,29.601,both,chips/pv/v3c_G0889_p0066.png,,,1,True
v3c_G0923_p0151,G0923,v3c,151,nonpv,0.0,6.61,both,chips/nonpv/v3c_G0923_p0151.png,,,1,True
v4_2_G0853_p0014,G0853,v4_2,14,nonpv,0.0,64.474,v4_2,chips/nonpv/v4_2_G0853_p0014.png,,,1,True
v4_2_G0922_p0076,G0922,v4_2,76,pv,0.5312,25.026,both,chips/pv/v4_2_G0922_p0076.png,,,1,True
v3c_G0923_p0153,G0923,v3c,153,nonpv,0.0,26.139,both,chips/nonpv/v3c_G0923_p0153.png,,,1,True
v3c_G0889_p0067,G0889,v3c,67,pv,0.5737,49.448,both,chips/pv/v3c_G0889_p0067.png,,,1,True
v4_2_G0853_p0016,G0853,v4_2,16,nonpv,0.0,188.267,v4_2,chips/nonpv/v4_2_G0853_p0016.png,,,1,True
v3c_G0923_p0154,G0923,v3c,154,nonpv,0.0,31.793,both,chips/nonpv/v3c_G0923_p0154.png,,,1,True
v4_2_G0922_p0079,G0922,v4_2,79,pv,0.3461,52.242,both,chips/pv/v4_2_G0922_p0079.png,,,1,True
v4_2_G0853_p0017,G0853,v4_2,17,nonpv,0.0,7.226,v4_2,chips/nonpv/v4_2_G0853_p0017.png,,,1,True
v3c_G0889_p0068,G0889,v3c,68,pv,0.932,6.131,both,chips/pv/v3c_G0889_p0068.png,,,1,True
v3c_G0889_p0069,G0889,v3c,69,pv,0.9418,30.278,both,chips/pv/v3c_G0889_p0069.png,,,1,True
v4_2_G0922_p0080,G0922,v4_2,80,pv,0.664,24.648,v4_2,chips/pv/v4_2_G0922_p0080.png,,,1,True
v4_2_G0853_p0018,G0853,v4_2,18,nonpv,0.0,19.268,both,chips/nonpv/v4_2_G0853_p0018.png,,,1,True
v3c_G0923_p0155,G0923,v3c,155,nonpv,0.0,7.426,v3c,chips/nonpv/v3c_G0923_p0155.png,,,1,True
v4_2_G0922_p0082,G0922,v4_2,82,pv,0.1881,127.737,both,chips/pv/v4_2_G0922_p0082.png,,,1,True
v3c_G0923_p0172,G0923,v3c,172,nonpv,0.0,32.749,both,chips/nonpv/v3c_G0923_p0172.png,,,1,True
v3c_G0889_p0070,G0889,v3c,70,pv,0.9581,15.368,both,chips/pv/v3c_G0889_p0070.png,,,1,True
v4_2_G0853_p0019,G0853,v4_2,19,nonpv,0.0,45.643,both,chips/nonpv/v4_2_G0853_p0019.png,,,1,True
v3c_G0923_p0187,G0923,v3c,187,nonpv,0.0,23.252,both,chips/nonpv/v3c_G0923_p0187.png,,,1,True
v4_2_G0853_p0020,G0853,v4_2,20,nonpv,0.0,36.746,both,chips/nonpv/v4_2_G0853_p0020.png,,,1,True
v4_2_G0922_p0083,G0922,v4_2,83,pv,0.333,97.396,both,chips/pv/v4_2_G0922_p0083.png,,,1,True
v3c_G0889_p0071,G0889,v3c,71,pv,0.2878,134.946,both,chips/pv/v3c_G0889_p0071.png,,,1,True
v3c_G0889_p0072,G0889,v3c,72,pv,0.9011,59.938,v3c,chips/pv/v3c_G0889_p0072.png,,g00384,2,True
v4_2_G0853_p0021,G0853,v4_2,21,nonpv,0.0,35.512,both,chips/nonpv/v4_2_G0853_p0021.png,,,1,True
v4_2_G0922_p0084,G0922,v4_2,84,pv,0.4064,82.842,both,chips/pv/v4_2_G0922_p0084.png,,,1,True
v3c_G0924_p0003,G0924,v3c,3,nonpv,0.0,22.398,both,chips/nonpv/v3c_G0924_p0003.png,,,1,True
v4_2_G0922_p0085,G0922,v4_2,85,pv,0.6221,37.469,both,chips/pv/v4_2_G0922_p0085.png,,,1,True
v4_2_G0853_p0022,G0853,v4_2,22,nonpv,0.0,35.572,both,chips/nonpv/v4_2_G0853_p0022.png,,,1,True
v3c_G0924_p0010,G0924,v3c,10,nonpv,0.0,24.647,both,chips/nonpv/v3c_G0924_p0010.png,,,1,True
v3c_G0889_p0073,G0889,v3c,73,pv,0.6777,104.07,v3c,chips/pv/v3c_G0889_p0073.png,,g00385,2,True
v3c_G0889_p0074,G0889,v3c,74,pv,0.8764,59.639,v3c,chips/pv/v3c_G0889_p0074.png,,g00386,2,True
v3c_G0924_p0014,G0924,v3c,14,nonpv,0.0,21.562,both,chips/nonpv/v3c_G0924_p0014.png,,,1,True
v4_2_G0922_p0086,G0922,v4_2,86,pv,0.4812,45.094,both,chips/pv/v4_2_G0922_p0086.png,,,1,True
v4_2_G0853_p0023,G0853,v4_2,23,nonpv,0.0,89.297,both,chips/nonpv/v4_2_G0853_p0023.png,,,1,True
v3c_G0924_p0020,G0924,v3c,20,nonpv,0.0,47.504,both,chips/nonpv/v3c_G0924_p0020.png,,,1,True
v3c_G0889_p0075,G0889,v3c,75,pv,0.7983,65.134,both,chips/pv/v3c_G0889_p0075.png,,g00387,2,True
v4_2_G0853_p0024,G0853,v4_2,24,nonpv,0.0,82.469,both,chips/nonpv/v4_2_G0853_p0024.png,,,1,True
v4_2_G0922_p0087,G0922,v4_2,87,pv,0.4982,81.209,both,chips/pv/v4_2_G0922_p0087.png,,g00585,2,False
v4_2_G0853_p0026,G0853,v4_2,26,nonpv,0.0,348.407,both,chips/nonpv/v4_2_G0853_p0026.png,,,1,True
v3c_G0889_p0077,G0889,v3c,77,pv,0.9051,226.972,both,chips/pv/v3c_G0889_p0077.png,,g00389,2,False
v3c_G0924_p0024,G0924,v3c,24,nonpv,0.0,96.799,v3c,chips/nonpv/v3c_G0924_p0024.png,,,1,True
v4_2_G0922_p0088,G0922,v4_2,88,pv,0.2298,70.856,v4_2,chips/pv/v4_2_G0922_p0088.png,,,1,True
v3c_G0924_p0032,G0924,v3c,32,nonpv,0.0,26.817,both,chips/nonpv/v3c_G0924_p0032.png,,,1,True
v4_2_G0922_p0089,G0922,v4_2,89,pv,0.2685,54.491,both,chips/pv/v4_2_G0922_p0089.png,,,1,True
v3c_G0889_p0078,G0889,v3c,78,pv,0.6856,295.45,both,chips/pv/v3c_G0889_p0078.png,,g00390,2,False
v4_2_G0853_p0027,G0853,v4_2,27,nonpv,0.0,96.46,v4_2,chips/nonpv/v4_2_G0853_p0027.png,,,1,True
v4_2_G0853_p0028,G0853,v4_2,28,nonpv,0.0,13.993,both,chips/nonpv/v4_2_G0853_p0028.png,,,1,True
v3c_G0889_p0079,G0889,v3c,79,pv,0.1611,73.136,both,chips/pv/v3c_G0889_p0079.png,,g00391,2,True
v4_2_G0922_p0090,G0922,v4_2,90,pv,0.8611,30.839,both,chips/pv/v4_2_G0922_p0090.png,,g00588,2,False
v3c_G0924_p0037,G0924,v3c,37,nonpv,0.0,7.526,v3c,chips/nonpv/v3c_G0924_p0037.png,,,1,True
v3c_G0890_p0000,G0890,v3c,0,pv,0.7575,62.71,both,chips/pv/v3c_G0890_p0000.png,,g00589,2,False
v3c_G0924_p0052,G0924,v3c,52,nonpv,0.0,96.4,both,chips/nonpv/v3c_G0924_p0052.png,,,1,True
v4_2_G0922_p0091,G0922,v4_2,91,pv,0.686,25.045,both,chips/pv/v4_2_G0922_p0091.png,,,1,True
v4_2_G0853_p0029,G0853,v4_2,29,nonpv,0.0,40.288,v4_2,chips/nonpv/v4_2_G0853_p0029.png,,,1,True
v3c_G0924_p0053,G0924,v3c,53,nonpv,0.0,51.405,both,chips/nonpv/v3c_G0924_p0053.png,,,1,True
v4_2_G0922_p0092,G0922,v4_2,92,pv,0.7938,11.547,v4_2,chips/pv/v4_2_G0922_p0092.png,,,1,True
v4_2_G0853_p0030,G0853,v4_2,30,nonpv,0.0,14.73,both,chips/nonpv/v4_2_G0853_p0030.png,,,1,True
v3c_G0890_p0001,G0890,v3c,1,pv,0.4399,30.479,both,chips/pv/v3c_G0890_p0001.png,,g00590,2,False
v3c_G0924_p0054,G0924,v3c,54,nonpv,0.0,19.908,v3c,chips/nonpv/v3c_G0924_p0054.png,,,1,True
v4_2_G0922_p0093,G0922,v4_2,93,pv,0.8177,16.126,both,chips/pv/v4_2_G0922_p0093.png,,,1,True
v4_2_G0853_p0031,G0853,v4_2,31,nonpv,0.0,19.507,both,chips/nonpv/v4_2_G0853_p0031.png,,,1,True
v3c_G0890_p0002,G0890,v3c,2,pv,0.4333,28.588,both,chips/pv/v3c_G0890_p0002.png,,g00591,2,False
v4_2_G0853_p0032,G0853,v4_2,32,nonpv,0.0,75.541,both,chips/nonpv/v4_2_G0853_p0032.png,,,1,True
v3c_G0924_p0055,G0924,v3c,55,nonpv,0.0,28.987,both,chips/nonpv/v3c_G0924_p0055.png,,,1,True
v3c_G0890_p0003,G0890,v3c,3,pv,0.9385,263.82,both,chips/pv/v3c_G0890_p0003.png,,g00592,2,False
v4_2_G0922_p0094,G0922,v4_2,94,pv,0.2477,72.648,both,chips/pv/v4_2_G0922_p0094.png,,,1,True
v4_2_G0853_p0033,G0853,v4_2,33,nonpv,0.0,15.745,both,chips/nonpv/v4_2_G0853_p0033.png,,,1,True
v3c_G0890_p0004,G0890,v3c,4,pv,0.1679,30.718,both,chips/pv/v3c_G0890_p0004.png,,g00593,2,False
